model_group_id,forecast_target,interval_strategy,interval_count,train_start_year,train_end_year,effective_interval_count,duplicate_boundary_count,antecedent_state,consequent_states,consequent_counts,transition_count,forecast_yield,defuzzification
chen_pct_change_equal_k7,percentage_change,equal_length,7,1961,2023,7,0,A6,A3;A4,A3:2;A4:2,4,-1.4184103671420694,frequency_weighted_midpoint
chen_pct_change_equal_k7,percentage_change,equal_length,7,1961,2023,7,0,A7,A1;A2;A6,A1:1;A2:1;A6:1,3,-6.31209499799968,frequency_weighted_midpoint
chen_pct_change_equal_k9,percentage_change,equal_length,9,1961,2023,9,0,A1,A8,A8:1,1,26.31246920771773,frequency_weighted_midpoint
chen_pct_change_equal_k9,percentage_change,equal_length,9,1961,2023,9,0,A2,A5;A7;A8,A5:1;A7:1;A8:1,3,16.162604788161204,frequency_weighted_midpoint
chen_pct_change_equal_k9,percentage_change,equal_length,9,1961,2023,9,0,A3,A6;A3;A4;A7,A6:4;A3:2;A4:2;A7:1,9,3.4752742637155425,frequency_weighted_midpoint
chen_pct_change_equal_k9,percentage_change,equal_length,9,1961,2023,9,0,A4,A4;A5;A2;A3;A6;A7;A9,A4:4;A5:3;A2:1;A3:1;A6:1;A7:1;A9:1,12,2.206541211270976,frequency_weighted_midpoint
chen_pct_change_equal_k9,percentage_change,equal_length,9,1961,2023,9,0,A5,A5;A3;A4;A2;A6;A7;A9,A5:9;A3:3;A4:2;A2:1;A6:1;A7:1;A9:1,18,1.7836301937894545,frequency_weighted_midpoint
chen_pct_change_equal_k9,percentage_change,equal_length,9,1961,2023,9,0,A6,A3;A4;A5;A6;A8,A3:2;A4:2;A5:2;A6:1;A8:1,8,1.5721746850486933,frequency_weighted_midpoint
chen_pct_change_equal_k9,percentage_change,equal_length,9,1961,2023,9,0,A7,A3;A4;A5;A6,A3:1;A4:1;A5:1;A6:1,4,-0.33092489361815547,frequency_weighted_midpoint
chen_pct_change_equal_k9,percentage_change,equal_length,9,1961,2023,9,0,A8,A5;A2;A4,A5:2;A2:1;A4:1,4,-4.137124050951854,frequency_weighted_midpoint
chen_pct_change_equal_k9,percentage_change,equal_length,9,1961,2023,9,0,A9,A1;A8,A1:1;A8:1,2,-0.3309248936181568,frequency_weighted_midpoint
chen_pct_change_equal_k11,percentage_change,equal_length,11,1961,2023,11,0,A1,A9,A9:1,1,22.160251945171872,frequency_weighted_midpoint
chen_pct_change_equal_k11,percentage_change,equal_length,11,1961,2023,11,0,A10,A3;A5,A3:1;A5:1,2,-8.981377523922017,frequency_weighted_midpoint
chen_pct_change_equal_k11,percentage_change,equal_length,11,1961,2023,11,0,A11,A1;A9,A1:1;A9:1,2,-2.75305163010324,frequency_weighted_midpoint
chen_pct_change_equal_k11,percentage_change,equal_length,11,1961,2023,11,0,A2,A10;A5,A10:1;A5:1,2,12.817763104443705,frequency_weighted_midpoint
chen_pct_change_equal_k11,percentage_change,equal_length,11,1961,2023,11,0,A3,A8;A5;A7,A8:2;A5:1;A7:1,4,9.703600157534318,frequency_weighted_midpoint
chen_pct_change_equal_k11,percentage_change,equal_length,11,1961,2023,11,0,A4,A5;A7;A3;A4;A8,A5:2;A7:2;A3:1;A4:1;A8:1,7,0.8059917377932054,frequency_weighted_midpoint
chen_pct_change_equal_k11,percentage_change,equal_length,11,1961,2023,11,0,A5,A5;A6;A7;A11;A2;A4;A8,A5:5;A6:4;A7:2;A11:1;A2:1;A4:1;A8:1,15,2.644830811206369,frequency_weighted_midpoint
chen_pct_change_equal_k11,percentage_change,equal_length,11,1961,2023,11,0,A6,A6;A4;A5;A11;A2;A3;A8,A6:6;A4:2;A5:2;A11:1;A2:1;A3:1;A8:1,14,0.8059917377932055,frequency_weighted_midpoint
chen_pct_change_equal_k11,percentage_change,equal_length,11,1961,2023,11,0,A7,A4;A10;A3;A5;A6;A7,A4:2;A10:1;A3:1;A5:1;A6:1;A7:1,7,0.8059917377932051,frequency_weighted_midpoint
chen_pct_change_equal_k11,percentage_change,equal_length,11,1961,2023,11,0,A8,A5;A4;A6;A7,A5:2;A4:1;A6:1;A7:1,5,-0.261721272575728,frequency_weighted_midpoint
chen_pct_change_equal_k11,percentage_change,equal_length,11,1961,2023,11,0,A9,A6,A6:2,2,3.475274263715539,frequency_weighted_midpoint
chen_pct_change_adaptive_k5,percentage_change,adaptive_quantile,5,1961,2023,5,0,A1,A5;A1;A2;A4;A3,A5:6;A1:2;A2:2;A4:2;A3:1,13,8.502609941200628,frequency_weighted_midpoint
chen_pct_change_adaptive_k5,percentage_change,adaptive_quantile,5,1961,2023,5,0,A2,A2;A5;A1;A4;A3,A2:4;A5:3;A1:2;A4:2;A3:1,12,2.7193762869185467,frequency_weighted_midpoint
chen_pct_change_adaptive_k5,percentage_change,adaptive_quantile,5,1961,2023,5,0,A3,A3;A4;A1;A2,A3:6;A4:3;A1:1;A2:1,11,0.3586375724749868,frequency_weighted_midpoint
chen_pct_change_adaptive_k5,percentage_change,adaptive_quantile,5,1961,2023,5,0,A4,A1;A5;A2;A3;A4,A1:4;A5:3;A2:2;A3:2;A4:1,12,-0.059463943230403306,frequency_weighted_midpoint
chen_pct_change_adaptive_k5,percentage_change,adaptive_quantile,5,1961,2023,5,0,A5,A1;A4;A2;A3;A5,A1:4;A4:4;A2:3;A3:1;A5:1,13,-2.3979486185714913,frequency_weighted_midpoint
chen_pct_change_adaptive_k7,percentage_change,adaptive_quantile,7,1961,2023,7,0,A1,A6;A7;A2;A3;A4,A6:3;A7:3;A2:1;A3:1;A4:1,9,11.154090259696714,frequency_weighted_midpoint
chen_pct_change_adaptive_k7,percentage_change,adaptive_quantile,7,1961,2023,7,0,A2,A1;A2;A3;A5;A6;A7,A1:2;A2:2;A3:2;A5:1;A6:1;A7:1,9,-1.6865731326595979,frequency_weighted_midpoint
chen_pct_change_adaptive_k7,percentage_change,adaptive_quantile,7,1961,2023,7,0,A3,A7;A1;A3;A4;A5;A6,A7:2;A1:1;A3:1;A4:1;A5:1;A6:1,7,6.492362887394758,frequency_weighted_midpoint
chen_pct_change_adaptive_k7,percentage_change,adaptive_quantile,7,1961,2023,7,0,A4,A4;A5;A1;A3;A6,A4:3;A5:3;A1:1;A3:1;A6:1,9,0.7307752842336463,frequency_weighted_midpoint
chen_pct_change_adaptive_k7,percentage_change,adaptive_quantile,7,1961,2023,7,0,A5,A1;A4;A2;A3;A5;A6;A7,A1:2;A4:2;A2:1;A3:1;A5:1;A6:1;A7:1,9,-0.5356036900410631,frequency_weighted_midpoint
chen_pct_change_adaptive_k7,percentage_change,adaptive_quantile,7,1961,2023,7,0,A6,A2;A5;A1;A3;A4;A6;A7,A2:2;A5:2;A1:1;A3:1;A4:1;A6:1;A7:1,9,1.2309255941962531,frequency_weighted_midpoint
chen_pct_change_adaptive_k7,percentage_change,adaptive_quantile,7,1961,2023,7,0,A7,A2;A1;A4;A5;A6;A7,A2:3;A1:2;A4:1;A5:1;A6:1;A7:1,9,-2.033965106416887,frequency_weighted_midpoint
chen_pct_change_adaptive_k9,percentage_change,adaptive_quantile,9,1961,2023,9,0,A1,A8;A9;A4;A5,A8:3;A9:2;A4:1;A5:1,7,13.415910600516698,frequency_weighted_midpoint
chen_pct_change_adaptive_k9,percentage_change,adaptive_quantile,9,1961,2023,9,0,A2,A7;A1;A2;A3;A4;A9,A7:2;A1:1;A2:1;A3:1;A4:1;A9:1,7,1.144519126646283,frequency_weighted_midpoint
chen_pct_change_adaptive_k9,percentage_change,adaptive_quantile,9,1961,2023,9,0,A3,A3;A1;A2;A5;A7;A8,A3:2;A1:1;A2:1;A5:1;A7:1;A8:1,7,-1.8600810722451726,frequency_weighted_midpoint
chen_pct_change_adaptive_k9,percentage_change,adaptive_quantile,9,1961,2023,9,0,A4,A4;A7;A8;A9,A4:1;A7:1;A8:1;A9:1,4,11.644614734586927,frequency_weighted_midpoint
chen_pct_change_adaptive_k9,percentage_change,adaptive_quantile,9,1961,2023,9,0,A5,A5;A6;A1;A4;A7;A8,A5:2;A6:2;A1:1;A4:1;A7:1;A8:1,8,1.0544012173477033,frequency_weighted_midpoint
chen_pct_change_adaptive_k9,percentage_change,adaptive_quantile,9,1961,2023,9,0,A6,A5;A6;A1;A2;A9,A5:2;A6:2;A1:1;A2:1;A9:1,7,0.6531898216307047,frequency_weighted_midpoint
chen_pct_change_adaptive_k9,percentage_change,adaptive_quantile,9,1961,2023,9,0,A7,A2;A3;A5;A7;A8;A9,A2:2;A3:1;A5:1;A7:1;A8:1;A9:1,7,3.882042966704064,frequency_weighted_midpoint
chen_pct_change_adaptive_k9,percentage_change,adaptive_quantile,9,1961,2023,9,0,A8,A3;A6;A1;A2;A7,A3:2;A6:2;A1:1;A2:1;A7:1,7,-3.2229395078515126,frequency_weighted_midpoint
chen_pct_change_adaptive_k9,percentage_change,adaptive_quantile,9,1961,2023,9,0,A9,A1;A2;A3;A5;A6;A9,A1:2;A2:1;A3:1;A5:1;A6:1;A9:1,7,-3.183125857514381,frequency_weighted_midpoint
chen_pct_change_adaptive_k11,percentage_change,adaptive_quantile,11,1961,2023,11,0,A1,A10;A11;A6,A10:3;A11:2;A6:1,6,17.6082000936447,frequency_weighted_midpoint
chen_pct_change_adaptive_k11,percentage_change,adaptive_quantile,11,1961,2023,11,0,A10,A2;A3;A4;A7;A8;A9,A2:1;A3:1;A4:1;A7:1;A8:1;A9:1,6,-0.04599991601781076,frequency_weighted_midpoint
chen_pct_change_adaptive_k11,percentage_change,adaptive_quantile,11,1961,2023,11,0,A11,A1;A11;A3;A6;A8,A1:2;A11:1;A3:1;A6:1;A8:1,6,-2.0870935903845136,frequency_weighted_midpoint
chen_pct_change_adaptive_k11,percentage_change,adaptive_quantile,11,1961,2023,11,0,A2,A9;A1;A10;A3;A5,A9:2;A1:1;A10:1;A3:1;A5:1,6,1.7785183955993356,frequency_weighted_midpoint
chen_pct_change_adaptive_k11,percentage_change,adaptive_quantile,11,1961,2023,11,0,A3,A4;A1;A3;A5,A4:2;A1:1;A3:1;A5:1,5,-6.313106159856028,frequency_weighted_midpoint
chen_pct_change_adaptive_k11,percentage_change,adaptive_quantile,11,1961,2023,11,0,A4,A10;A11;A2;A6;A8;A9,A10:1;A11:1;A2:1;A6:1;A8:1;A9:1,6,8.438963177358877,frequency_weighted_midpoint
chen_pct_change_adaptive_k11,percentage_change,adaptive_quantile,11,1961,2023,11,0,A5,A4;A8,A4:1;A8:1,2,1.848394329860833,frequency_weighted_midpoint
chen_pct_change_adaptive_k11,percentage_change,adaptive_quantile,11,1961,2023,11,0,A6,A6;A7;A1;A4;A8;A9,A6:2;A7:2;A1:1;A4:1;A8:1;A9:1,8,-0.012381824480825587,frequency_weighted_midpoint
chen_pct_change_adaptive_k11,percentage_change,adaptive_quantile,11,1961,2023,11,0,A7,A6;A7;A11,A6:2;A7:2;A11:1,5,6.760034864218706,frequency_weighted_midpoint
chen_pct_change_adaptive_k11,percentage_change,adaptive_quantile,11,1961,2023,11,0,A8,A2;A1;A10;A4;A6,A2:2;A1:1;A10:1;A4:1;A6:1,6,-4.545966453487605,frequency_weighted_midpoint
chen_pct_change_adaptive_k11,percentage_change,adaptive_quantile,11,1961,2023,11,0,A9,A2;A11;A3;A8,A2:2;A11:1;A3:1;A8:1,5,1.1863109903882418,frequency_weighted_midpoint
